type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added,genres
Movie,Acts of Vengeance,Isaac Florentine,Bulgaria,2018-01-25,2017,R,87.0,"Action & Adventure, International Movies",2018,1,25,"['Action & Adventure', ' International Movies']"
Movie,Countdown to Death: Pablo Escobar,"Santiago Diaz, Pablo Martin Farina",Not Given,2018-01-22,2017,TV-MA,69.0,"Documentaries, International Movies",2018,1,22,"['Documentaries', ' International Movies']"
Movie,Ricardo Quevedo: Hay gente así,"Raúl Campos, Jan Suter",Colombia,2018-01-24,2018,TV-MA,59.0,Stand-Up Comedy,2018,1,24,['Stand-Up Comedy']
Movie,Todd Glass: Act Happy,Scott Moran,United States,2018-01-23,2018,TV-MA,63.0,Stand-Up Comedy,2018,1,23,['Stand-Up Comedy']
Movie,Harith Iskander: I Told You So,Michael McKay,United States,2018-01-19,2018,TV-14,62.0,Stand-Up Comedy,2018,1,19,['Stand-Up Comedy']
Movie,Step Sisters,Charles Stone III,United States,2018-01-19,2018,PG-13,108.0,Comedies,2018,1,19,['Comedies']
Movie,The Open House,"Matt Angel, Suzanne Coote",Canada,2018-01-19,2018,TV-MA,95.0,"Horror Movies, Thrillers",2018,1,19,"['Horror Movies', ' Thrillers']"
Movie,Bad Day for the Cut,Chris Baugh,United Kingdom,2018-01-18,2017,TV-MA,99.0,"Independent Movies, International Movies, Thrillers",2018,1,18,"['Independent Movies', ' International Movies', ' Thrillers']"
Movie,Arango y Sanint: Ríase el show,"Raúl Campos, Jan Suter",Colombia,2018-01-17,2018,TV-MA,62.0,Stand-Up Comedy,2018,1,17,['Stand-Up Comedy']
TV Show,Godzilla,"Kobun Shizuno, Hiroyuki Seshita",Japan,2018-01-17,2017,TV-14,1.0,TV Shows,2018,1,17,['TV Shows']
Movie,Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra",Soviet Union,2018-01-15,1980,TV-14,147.0,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2018,1,15,"['Action & Adventure', ' International Movies', ' Sci-Fi & Fantasy']"
Movie,Pyar Ke Do Pal,Rajiv Mehra,India,2018-01-15,1986,TV-14,153.0,"Dramas, International Movies, Music & Musicals",2018,1,15,"['Dramas', ' International Movies', ' Music & Musicals']"
Movie,Rip Tide,Rhiannon Bannenberg,Australia,2018-01-15,2017,TV-PG,87.0,"Children & Family Movies, Dramas, Sports Movies",2018,1,15,"['Children & Family Movies', ' Dramas', ' Sports Movies']"
Movie,Milada,David Mrnka,Czech Republic,2018-01-12,2017,TV-14,124.0,"Dramas, International Movies",2018,1,12,"['Dramas', ' International Movies']"
Movie,The Polka King,Maya Forbes,United States,2018-01-12,2018,TV-14,94.0,"Comedies, Independent Movies",2018,1,12,"['Comedies', ' Independent Movies']"
Movie,The Reservoir Game,Choi Jin-seong,South Korea,2018-01-12,2017,TV-MA,100.0,"Documentaries, International Movies",2018,1,12,"['Documentaries', ' International Movies']"
Movie,Tom Segura: Disgraceful,Jay Karas,United States,2018-01-12,2018,TV-MA,71.0,Stand-Up Comedy,2018,1,12,['Stand-Up Comedy']
Movie,The House Next Door,Milind Rau,India,2018-01-09,2017,TV-MA,135.0,"Horror Movies, International Movies, Thrillers",2018,1,9,"['Horror Movies', ' International Movies', ' Thrillers']"
Movie,Before I Wake,Mike Flanagan,United States,2018-01-05,2016,PG-13,97.0,"Horror Movies, Thrillers",2018,1,5,"['Horror Movies', ' Thrillers']"
TV Show,Devilman Crybaby,Masaaki Yuasa,Japan,2018-01-05,2018,TV-MA,1.0,"Anime Series, International TV Shows, TV Horror",2018,1,5,"['Anime Series', ' International TV Shows', ' TV Horror']"
Movie,Mustang Island,Craig Elrod,United States,2018-01-02,2017,TV-14,86.0,"Comedies, Dramas, Independent Movies",2018,1,2,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,Eve's Apple,Jose Manuel Colón,Spain,2018-01-01,2017,TV-MA,91.0,"Documentaries, International Movies",2018,1,1,"['Documentaries', ' International Movies']"
TV Show,Fullmetal Alchemist: Brotherhood,Yasuhiro Irie,Japan,2018-01-01,2010,TV-14,,"Anime Series, International TV Shows",2018,1,1,"['Anime Series', ' International TV Shows']"
TV Show,Dave Chappelle: Equanimity & The Bird Revelation,Stan Lathan,United States,2017-12-31,2017,TV-MA,1.0,"Stand-Up Comedy & Talk Shows, TV Comedies",2017,12,31,"['Stand-Up Comedy & Talk Shows', ' TV Comedies']"
Movie,Fun Mom Dinner,Alethea Jones,United States,2017-12-31,2017,R,82.0,"Comedies, International Movies",2017,12,31,"['Comedies', ' International Movies']"
Movie,Goon: Last of the Enforcers,Jay Baruchel,Canada,2017-12-30,2016,R,102.0,"Comedies, International Movies, Sports Movies",2017,12,30,"['Comedies', ' International Movies', ' Sports Movies']"
Movie,The Climb,Ludovic Bernard,France,2017-12-29,2017,TV-14,105.0,"Action & Adventure, Comedies, Dramas",2017,12,29,"['Action & Adventure', ' Comedies', ' Dramas']"
Movie,Bibi & Tina: Tohuwabohu Total,Detlev Buck,Germany,2017-12-27,2017,TV-14,106.0,"Children & Family Movies, Music & Musicals",2017,12,27,"['Children & Family Movies', ' Music & Musicals']"
Movie,Mr. Roosevelt,Noël Wells,United States,2017-12-26,2017,TV-MA,91.0,"Comedies, Independent Movies",2017,12,26,"['Comedies', ' Independent Movies']"
Movie,Todd Barry: Spicy Honey,Jay Chapman,United States,2017-12-26,2017,TV-MA,61.0,Stand-Up Comedy,2017,12,26,['Stand-Up Comedy']
Movie,Creep 2,Patrick Brice,United States,2017-12-23,2017,TV-MA,80.0,"Horror Movies, Independent Movies, Thrillers",2017,12,23,"['Horror Movies', ' Independent Movies', ' Thrillers']"
TV Show,Myths & Monsters,Daniel Kontur,United Kingdom,2017-12-23,2017,TV-PG,1.0,"British TV Shows, Docuseries",2017,12,23,"['British TV Shows', ' Docuseries']"
Movie,Bright,David Ayer,United States,2017-12-22,2017,TV-MA,118.0,"Action & Adventure, Sci-Fi & Fantasy",2017,12,22,"['Action & Adventure', ' Sci-Fi & Fantasy']"
Movie,Desire,Diego Kaplan,Argentina,2017-12-21,2017,TV-MA,94.0,"Dramas, International Movies, Romantic Movies",2017,12,21,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,48 Christmas Wishes,"Marco Deufemia, Justin G. Dyck",Canada,2017-12-20,2017,TV-G,84.0,"Children & Family Movies, Comedies",2017,12,20,"['Children & Family Movies', ' Comedies']"
Movie,Jeremiah Tower: The Last Magnificent,Lydia Tenaglia,Mexico,2017-12-20,2016,R,103.0,Documentaries,2017,12,20,['Documentaries']
Movie,Russell Howard: Recalibrate,Peter Orton,United Kingdom,2017-12-19,2017,TV-MA,69.0,Stand-Up Comedy,2017,12,19,['Stand-Up Comedy']
Movie,Christmas Inheritance,Ernie Barbarash,United States,2017-12-15,2017,TV-G,105.0,"Dramas, International Movies, Romantic Movies",2017,12,15,"['Dramas', ' International Movies', ' Romantic Movies']"
Movie,Muramba,Varun Narvekar,India,2017-12-15,2017,TV-MA,128.0,"Comedies, Dramas, International Movies",2017,12,15,"['Comedies', ' Dramas', ' International Movies']"
Movie,Pottersville,Seth Henrikson,United States,2017-12-15,2017,PG-13,86.0,"Comedies, Independent Movies",2017,12,15,"['Comedies', ' Independent Movies']"
Movie,Seoul Searching,Benson Lee,South Korea,2017-12-15,2015,TV-MA,109.0,"Comedies, Dramas, International Movies",2017,12,15,"['Comedies', ' Dramas', ' International Movies']"
Movie,Judd Apatow: The Return,Marcus Raboy,United States,2017-12-12,2017,TV-MA,70.0,Stand-Up Comedy,2017,12,12,['Stand-Up Comedy']
Movie,El Camino Christmas,David E. Talbert,United States,2017-12-08,2017,TV-MA,89.0,"Comedies, Dramas",2017,12,8,"['Comedies', ' Dramas']"
Movie,Jaal,Umesh Mehra,India,2017-12-08,1986,TV-14,162.0,"Action & Adventure, International Movies",2017,12,8,"['Action & Adventure', ' International Movies']"
Movie,Shikari,"Latif Faiziyev, Umesh Mehra",India,2017-12-08,1991,TV-14,163.0,"Dramas, International Movies, Music & Musicals",2017,12,8,"['Dramas', ' International Movies', ' Music & Musicals']"
Movie,The Secret,Drew Heriot,Australia,2017-12-07,2006,TV-14,91.0,"Documentaries, Faith & Spirituality",2017,12,7,"['Documentaries', ' Faith & Spirituality']"
Movie,Trolls Holiday Special,Joel Crawford,United States,2017-12-06,2017,TV-Y7,27.0,"Children & Family Movies, Comedies, Music & Musicals",2017,12,6,"['Children & Family Movies', ' Comedies', ' Music & Musicals']"
Movie,Craig Ferguson: Tickle Fight,Jay Chapman,United States,2017-12-05,2017,TV-MA,67.0,Stand-Up Comedy,2017,12,5,['Stand-Up Comedy']
Movie,Jab Harry Met Sejal,Imtiaz Ali,India,2017-12-02,2017,TV-MA,142.0,"Comedies, International Movies, Romantic Movies",2017,12,2,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,Temple,Michael Barrett,Japan,2017-12-02,2017,TV-MA,78.0,"Horror Movies, Independent Movies",2017,12,2,"['Horror Movies', ' Independent Movies']"
Movie,A StoryBots Christmas,"Evan Spiridellis, Jeff Gill",United States,2017-12-01,2017,TV-Y,26.0,"Children & Family Movies, Comedies",2017,12,1,"['Children & Family Movies', ' Comedies']"
Movie,Monster Island,Leopoldo Aguilar,India,2017-12-01,2017,TV-Y7,81.0,Children & Family Movies,2017,12,1,['Children & Family Movies']
Movie,My Happy Family,"Nana Ekvtimishvili, Simon Gross",Georgia,2017-12-01,2017,TV-14,119.0,"Dramas, Independent Movies, International Movies",2017,12,1,"['Dramas', ' Independent Movies', ' International Movies']"
TV Show,Oggy and the Cockroaches,Olivier Jean-Marie,France,2017-12-01,2017,TV-Y7,1.0,"Kids' TV, TV Comedies",2017,12,1,"[""Kids' TV"", ' TV Comedies']"
Movie,Jack Whitehall: At Large,Brian Klein,United Kingdom,2017-10-24,2017,TV-MA,68.0,Stand-Up Comedy,2017,10,24,['Stand-Up Comedy']
TV Show,Bright: The Music Videos,David Ayer,United States,2017-11-23,2017,TV-MA,1.0,TV Shows,2017,11,23,['TV Shows']
Movie,The Worthy,Ali F. Mostafa,United Arab Emirates,2017-12-01,2016,TV-MA,99.0,"International Movies, Sci-Fi & Fantasy, Thrillers",2017,12,1,"['International Movies', ' Sci-Fi & Fantasy', ' Thrillers']"
Movie,Voyeur,"Myles Kane, Josh Koury",United States,2017-12-01,2017,TV-MA,96.0,Documentaries,2017,12,1,['Documentaries']
Movie,Poster Boys,Shreyas Talpade,India,2017-11-27,2017,PG-13,128.0,"Comedies, International Movies",2017,11,27,"['Comedies', ' International Movies']"
Movie,Cuba and the Cameraman,Jon Alpert,United States,2017-11-24,2017,TV-14,114.0,Documentaries,2017,11,24,['Documentaries']
Movie,The Girl from the Song,Ibai Abad,Spain,2017-11-24,2016,TV-MA,101.0,"Dramas, Independent Movies, International Movies",2017,11,24,"['Dramas', ' Independent Movies', ' International Movies']"
Movie,Barbra: The Music ... The Mem'ries ... The Magic!,"Barbra Streisand, Jim Gable",United States,2017-11-22,2017,TV-14,109.0,Music & Musicals,2017,11,22,['Music & Musicals']
Movie,Beat Bugs: All Together Now,Josh Wakely,Australia,2017-11-21,2017,TV-Y,51.0,"Children & Family Movies, Music & Musicals",2017,11,21,"['Children & Family Movies', ' Music & Musicals']"
Movie,Brian Regan: Nunchucks and Flamethrowers,Troy Miller,United States,2017-11-21,2017,TV-PG,61.0,Stand-Up Comedy,2017,11,21,['Stand-Up Comedy']
Movie,Saving Capitalism,Jacob Kornbluth,United States,2017-11-21,2017,TV-PG,73.0,Documentaries,2017,11,21,['Documentaries']
Movie,A Christmas Prince,Alex Zamm,United States,2017-11-17,2017,TV-PG,92.0,"Children & Family Movies, Dramas, Romantic Movies",2017,11,17,"['Children & Family Movies', ' Dramas', ' Romantic Movies']"
Movie,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,Canada,2017-11-17,2017,TV-MA,94.0,Documentaries,2017,11,17,['Documentaries']
Movie,Mudbound,Dee Rees,United States,2017-11-17,2017,R,135.0,"Dramas, Independent Movies",2017,11,17,"['Dramas', ' Independent Movies']"
Movie,DeRay Davis: How to Act Black,Marcus Raboy,United States,2017-11-14,2017,TV-MA,66.0,Stand-Up Comedy,2017,11,14,['Stand-Up Comedy']
Movie,Bon Cop Bad Cop 2,Alain Desrochers,Canada,2017-11-11,2017,TV-MA,126.0,"Action & Adventure, Comedies, International Movies",2017,11,11,"['Action & Adventure', ' Comedies', ' International Movies']"
TV Show,Glitter Force Doki Doki,Go Koga,Japan,2017-11-10,2017,TV-Y7,,"Anime Series, Kids' TV",2017,11,10,"['Anime Series', "" Kids' TV""]"
Movie,Mea Culpa,"Raúl Campos, Jan Suter",Mexico,2017-11-10,2017,TV-MA,54.0,Stand-Up Comedy,2017,11,10,['Stand-Up Comedy']
Movie,The Killer,Marcelo Galvão,Brazil,2017-11-10,2017,TV-MA,100.0,"Action & Adventure, International Movies",2017,11,10,"['Action & Adventure', ' International Movies']"
Movie,Jerry Seinfeld: Comedian,Christian Charles,United States,2017-11-07,2002,R,81.0,Documentaries,2017,11,7,['Documentaries']
Movie,The Journey Is the Destination,Bronwen Hughes,United States,2017-11-07,2016,R,123.0,Dramas,2017,11,7,['Dramas']
Movie,Let It Fall: Los Angeles 1982-1992,John Ridley,United States,2017-11-06,2017,TV-MA,144.0,Documentaries,2017,11,6,['Documentaries']
Movie,Mubarakan,Anees Bazmee,India,2017-11-05,2017,PG-13,153.0,"Comedies, Dramas, International Movies",2017,11,5,"['Comedies', ' Dramas', ' International Movies']"
TV Show,Akulah Balqis,Pali Yahya,Not Given,2017-11-03,2015,TV-14,1.0,"International TV Shows, TV Dramas",2017,11,3,"['International TV Shows', ' TV Dramas']"
Movie,Bandie,Alo Sarkar,India,2017-11-01,1978,TV-PG,141.0,"Action & Adventure, Dramas, International Movies",2017,11,1,"['Action & Adventure', ' Dramas', ' International Movies']"
Movie,Getaway Plan,Iñaki Dorronsoro,Spain,2017-11-01,2016,TV-MA,104.0,"International Movies, Thrillers",2017,11,1,"['International Movies', ' Thrillers']"
Movie,Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed",United Arab Emirates,2017-11-01,2016,TV-PG,97.0,"Action & Adventure, Dramas, International Movies",2017,11,1,"['Action & Adventure', ' Dramas', ' International Movies']"
Movie,Pettersson and Findus 2,Ali Samadi Ahadi,Germany,2017-11-01,2016,TV-G,82.0,"Children & Family Movies, Comedies",2017,11,1,"['Children & Family Movies', ' Comedies']"
Movie,The Bittersweet,D Ho,China,2017-11-01,2017,TV-MA,98.0,"Action & Adventure, Dramas, International Movies",2017,11,1,"['Action & Adventure', ' Dramas', ' International Movies']"
Movie,Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,United States,2017-10-31,2017,TV-MA,84.0,Stand-Up Comedy,2017,10,31,['Stand-Up Comedy']
Movie,The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,United States,2017-10-31,2016,R,76.0,Documentaries,2017,10,31,['Documentaries']
Movie,SPF-18,Alex Israel,United States,2017-10-30,2017,PG-13,75.0,"Dramas, Romantic Movies, Sports Movies",2017,10,30,"['Dramas', ' Romantic Movies', ' Sports Movies']"
Movie,Pup Star: Better 2Gether,Robert Vince,Canada,2017-10-28,2017,PG,93.0,"Children & Family Movies, Comedies",2017,10,28,"['Children & Family Movies', ' Comedies']"
Movie,Joan Didion: The Center Will Not Hold,Griffin Dunne,United States,2017-10-27,2017,TV-14,98.0,Documentaries,2017,10,27,['Documentaries']
Movie,Strange Weather,Katherine Dieckmann,United States,2017-10-26,2016,R,91.0,"Dramas, Independent Movies",2017,10,26,"['Dramas', ' Independent Movies']"
Movie,The Hateful Eight,Quentin Tarantino,United States,2017-10-25,2015,R,168.0,"Action & Adventure, Thrillers",2017,10,25,"['Action & Adventure', ' Thrillers']"
Movie,1922,Zak Hilditch,United States,2017-10-20,2017,TV-MA,103.0,"Dramas, Thrillers",2017,10,20,"['Dramas', ' Thrillers']"
Movie,One of Us,"Heidi Ewing, Rachel Grady",United States,2017-10-20,2017,TV-14,95.0,Documentaries,2017,10,20,['Documentaries']
Movie,Wheelman,Jeremy Rush,United States,2017-10-20,2017,TV-MA,82.0,Action & Adventure,2017,10,20,['Action & Adventure']
Movie,Wedding Unplanned,Reem Kherici,France,2017-10-19,2017,TV-MA,94.0,"Comedies, International Movies, Romantic Movies",2017,10,19,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,Patton Oswalt: Annihilation,Bobcat Goldthwait,United States,2017-10-17,2017,TV-MA,66.0,Stand-Up Comedy,2017,10,17,['Stand-Up Comedy']
Movie,Baadshaho,Milan Luthria,India,2017-10-16,2017,TV-14,135.0,"Action & Adventure, International Movies",2017,10,16,"['Action & Adventure', ' International Movies']"
Movie,Lucknow Central,Ranjit Tiwari,India,2017-10-16,2017,TV-14,144.0,"Dramas, International Movies, Music & Musicals",2017,10,16,"['Dramas', ' International Movies', ' Music & Musicals']"
Movie,Belief: The Possession of Janet Moses,David Stubbs,New Zealand,2017-10-15,2015,TV-MA,90.0,"Documentaries, International Movies",2017,10,15,"['Documentaries', ' International Movies']"
Movie,Singapore,Shakti Samanta,India,2017-10-15,1960,TV-PG,158.0,"Comedies, Dramas, International Movies",2017,10,15,"['Comedies', ' Dramas', ' International Movies']"
Movie,Blessed Benefit,Mahmoud al Massad,Germany,2017-10-13,2016,TV-14,83.0,"Comedies, Dramas, International Movies",2017,10,13,"['Comedies', ' Dramas', ' International Movies']"
Movie,Clair Obscur,Yesim Ustaoglu,Turkey,2017-10-13,2016,TV-MA,102.0,"Dramas, International Movies",2017,10,13,"['Dramas', ' International Movies']"
Movie,"El Especial de Alex Fernández, el Especial",Jan Suter,Mexico,2017-10-13,2017,TV-MA,52.0,Stand-Up Comedy,2017,10,13,['Stand-Up Comedy']
Movie,Kingdom of Us,Lucy Cohen,United Kingdom,2017-10-13,2017,TV-MA,110.0,Documentaries,2017,10,13,['Documentaries']
Movie,The Babysitter,McG,United States,2017-10-13,2017,TV-MA,85.0,"Comedies, Horror Movies",2017,10,13,"['Comedies', ' Horror Movies']"
Movie,The Meyerowitz Stories (New and Selected),Noah Baumbach,United States,2017-10-13,2017,TV-MA,113.0,"Comedies, Dramas, Independent Movies",2017,10,13,"['Comedies', ' Dramas', ' Independent Movies']"
Movie,Barakah Meets Barakah,Mahmoud Sabbagh,Saudi Arabia,2017-10-12,2016,TV-MA,88.0,"Comedies, International Movies, Romantic Movies",2017,10,12,"['Comedies', ' International Movies', ' Romantic Movies']"
Movie,Bomb Scared,Borja Cobeaga,Spain,2017-10-12,2017,TV-MA,89.0,"Comedies, Independent Movies, International Movies",2017,10,12,"['Comedies', ' Independent Movies', ' International Movies']"
Movie,Christina P: Mother Inferior,Jay Karas,United States,2017-10-10,2017,TV-MA,59.0,Stand-Up Comedy,2017,10,10,['Stand-Up Comedy']
Movie,The Death and Life of Marsha P. Johnson,David France,Greece,2017-10-06,2017,TV-MA,106.0,"Documentaries, LGBTQ Movies",2017,10,6,"['Documentaries', ' LGBTQ Movies']"
Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,United States,2017-10-03,2017,TV-MA,66.0,Stand-Up Comedy,2017,10,3,['Stand-Up Comedy']
Movie,26 Years,Geun-hyun Cho,South Korea,2017-10-01,2012,TV-MA,135.0,"Dramas, International Movies, Thrillers",2017,10,1,"['Dramas', ' International Movies', ' Thrillers']"
Movie,For Your Own Good,Carlos Therón,Spain,2017-10-01,2017,TV-MA,93.0,"Comedies, International Movies",2017,10,1,"['Comedies', ' International Movies']"
Movie,Franca: Chaos and Creation,Francesco Carrozzini,United States,2017-10-01,2016,TV-MA,79.0,"Documentaries, International Movies",2017,10,1,"['Documentaries', ' International Movies']"
Movie,Generation Iron 2,Vlad Yudin,United States,2017-10-01,2017,PG-13,107.0,"Documentaries, Sports Movies",2017,10,1,"['Documentaries', ' Sports Movies']"
Movie,Ghost Patrol,Karen J. Lloyd,Canada,2017-10-01,2016,TV-Y7,47.0,"Children & Family Movies, Comedies",2017,10,1,"['Children & Family Movies', ' Comedies']"
Movie,The Lion Woman,Vibeke Idsøe,Norway,2017-10-01,2016,TV-14,118.0,"Dramas, International Movies",2017,10,1,"['Dramas', ' International Movies']"
Movie,Verónica,"Carlos Algara, Alejandro Martinez-Beltran",Mexico,2017-10-01,2017,TV-MA,81.0,"Dramas, Independent Movies, International Movies",2017,10,1,"['Dramas', ' Independent Movies', ' International Movies']"
Movie,Out of Thin Air,Dylan Howitt,Not Given,2017-09-29,2017,TV-MA,85.0,"Documentaries, International Movies",2017,9,29,"['Documentaries', ' International Movies']"
Movie,Gerald's Game,Mike Flanagan,United States,2017-09-29,2017,TV-MA,103.0,"Horror Movies, Thrillers",2017,9,29,"['Horror Movies', ' Thrillers']"
Movie,Long Shot,Jacob LaMendola,United States,2017-09-29,2017,TV-14,40.0,Documentaries,2017,9,29,['Documentaries']
